"466317660;3;x448;1036667678444103731525325445567416655278232454210154743729034276553091817633"
"-753995940;6;p512;9594267114552722823770124931074142443130293941997428052606416217307317582"
"163748460;12;p256;1216055061059316207313483191520188210551203824580"
"1009604460;7;x25519;1734122214316351020231875377916696936162741704729921438027663235821795117258"
